NAME,total_pop,male_pop,female_pop,median_age,median_income,state,county,tract,male_percent,female_percent,mean_travel_time,total_commute,car_truck_van,car_truck_van_alone,car_truck_van_carpooled,public_transport,walked,bycicle
"Census Tract 5151, Allegheny County, Pennsylvania",2671,1163,1508,38.8,34063,42,3,515100,0.435417447,0.564582553,32.4,1245,55.5,48.6,6.9,29.4,9.1,0
"Census Tract 5152, Allegheny County, Pennsylvania",2353,1008,1345,38.8,46304,42,3,515200,0.42838929,0.57161071,28.5,1301,69.2,62.8,6.4,19.8,2.8,0
"Census Tract 5153, Allegheny County, Pennsylvania",1728,783,945,43.7,27396,42,3,515300,0.453125,0.546875,24.4,738,58.7,56.8,1.9,23.8,7.5,0.9
"Census Tract 5154.01, Allegheny County, Pennsylvania",2141,1012,1129,42.2,55313,42,3,515401,0.472676319,0.527323681,27.7,1161,61.5,54.2,7.3,32.6,1.5,0
"Census Tract 5161, Allegheny County, Pennsylvania",1380,657,723,37.9,83203,42,3,516100,0.476086957,0.523913043,26.7,839,67.5,59.8,7.6,21.1,1.3,0.8
"Census Tract 5162, Allegheny County, Pennsylvania",1700,798,902,35,68333,42,3,516200,0.469411765,0.530588235,26.4,1017,81,74,7,11.2,0.6,0.6
"Census Tract 5170, Allegheny County, Pennsylvania",1674,847,827,50.6,31000,42,3,517000,0.505973716,0.494026284,23.9,800,73,63,10,20.3,3.4,0
"Census Tract 5180.01, Allegheny County, Pennsylvania",3294,1505,1789,52.4,80893,42,3,518001,0.456891318,0.543108682,29.3,1944,82.2,77.8,4.4,7.7,1.6,0.5
"Census Tract 5190, Allegheny County, Pennsylvania",2990,1375,1615,55.5,88605,42,3,519000,0.459866221,0.540133779,27.4,1524,88.5,78.5,10,2,0,0
"Census Tract 5200.01, Allegheny County, Pennsylvania",3131,1536,1595,51,57500,42,3,520001,0.49057809,0.50942191,31.6,1505,84.1,73.5,10.6,4,3.1,0
"Census Tract 5200.02, Allegheny County, Pennsylvania",3180,1623,1557,39.3,49663,42,3,520002,0.510377358,0.489622642,28.3,1653,87.4,74.1,13.3,5.3,0.6,0
"Census Tract 5211, Allegheny County, Pennsylvania",4548,2296,2252,42.6,72829,42,3,521100,0.504837291,0.495162709,27.6,2541,79.7,66.5,13.2,8.9,3.1,0
"Census Tract 5212, Allegheny County, Pennsylvania",4317,2186,2131,37.9,59712,42,3,521200,0.506370164,0.493629836,26.9,2285,93.1,80.4,12.6,3,0,0
"Census Tract 5213.01, Allegheny County, Pennsylvania",4258,1705,2553,44.2,36150,42,3,521301,0.400422734,0.599577266,27.8,1805,75.5,69.1,6.3,6.2,4.7,0.7
"Census Tract 5213.02, Allegheny County, Pennsylvania",4394,2153,2241,41.8,48794,42,3,521302,0.489986345,0.510013655,26.3,2043,81,70.4,10.6,4.7,6.5,0
"Census Tract 5214.01, Allegheny County, Pennsylvania",2773,1342,1431,49.4,55950,42,3,521401,0.483952398,0.516047602,30.6,1361,94.3,82.4,11.9,2.4,0,0
"Census Tract 5214.02, Allegheny County, Pennsylvania",3828,1969,1859,49.2,96897,42,3,521402,0.514367816,0.485632184,32.7,1962,90.5,81.7,8.8,3,1.4,0
"Census Tract 5215, Allegheny County, Pennsylvania",4213,2041,2172,48.8,61473,42,3,521500,0.484452884,0.515547116,29,2150,89.3,79.9,9.4,3.2,1.3,0
"Census Tract 5220, Allegheny County, Pennsylvania",3259,1485,1774,37.6,30902,42,3,522000,0.455661246,0.544338754,32,1437,81.6,76.5,5.1,9.3,1.6,1.7
"Census Tract 5231, Allegheny County, Pennsylvania",3793,1519,2274,46.6,45383,42,3,523100,0.400474558,0.599525442,29.8,1723,81.3,74.6,6.6,13.1,2,1
"Census Tract 5232, Allegheny County, Pennsylvania",4091,1758,2333,35.8,41282,42,3,523200,0.429723784,0.570276216,33.4,1977,77.7,63.8,13.9,17.4,0,0.6
"Census Tract 5233, Allegheny County, Pennsylvania",4074,1846,2228,45.2,51250,42,3,523300,0.453117329,0.546882671,29.2,1832,85,72.2,12.8,9.9,2,0
"Census Tract 5234, Allegheny County, Pennsylvania",4846,2057,2789,43.9,50337,42,3,523400,0.424473793,0.575526207,30,2633,83.1,71.2,11.9,10.1,2.2,0
"Census Tract 5235.01, Allegheny County, Pennsylvania",4733,2330,2403,44.6,50679,42,3,523501,0.492288189,0.507711811,31.2,2196,86.4,76.9,9.5,5.5,1.6,0
"Census Tract 5235.02, Allegheny County, Pennsylvania",1479,607,872,43.8,33056,42,3,523502,0.410412441,0.589587559,23.2,727,93.7,83.2,10.5,2.2,1.1,0
"Census Tract 5236, Allegheny County, Pennsylvania",4879,2282,2597,47.8,66996,42,3,523600,0.467718795,0.532281205,26.2,2398,87.2,83.8,3.4,2.3,1.3,0
"Census Tract 5237.01, Allegheny County, Pennsylvania",4195,2084,2111,47.1,53867,42,3,523701,0.496781883,0.503218117,31.3,2083,90.6,82.8,7.9,3.4,2,0
"Census Tract 5237.02, Allegheny County, Pennsylvania",5123,2302,2821,44.6,44347,42,3,523702,0.449346086,0.550653914,32.3,2793,87.2,83,4.2,4.5,2.2,0
"Census Tract 5238, Allegheny County, Pennsylvania",4860,2401,2459,50.7,51728,42,3,523800,0.494032922,0.505967078,29.6,2578,88,81.6,6.4,7.1,0.9,0
"Census Tract 5240, Allegheny County, Pennsylvania",2590,1298,1292,41.7,37857,42,3,524000,0.501158301,0.498841699,23.3,1280,85.5,73.8,11.6,6.1,5.8,0.4
"Census Tract 5251, Allegheny County, Pennsylvania",1972,861,1111,49.1,79926,42,3,525100,0.436612576,0.563387424,23.8,1202,82.9,76,6.8,3.8,4.8,0
"Census Tract 5252, Allegheny County, Pennsylvania",2254,991,1263,50.4,50288,42,3,525200,0.439662822,0.560337178,29.9,1092,86.6,76.4,10.3,4.5,2.3,0
"Census Tract 5253, Allegheny County, Pennsylvania",2194,999,1195,46,62460,42,3,525300,0.455332726,0.544667274,25.3,1041,92.7,85.5,7.2,1.5,3.3,0
"Census Tract 5261.01, Allegheny County, Pennsylvania",7063,3373,3690,48.8,90256,42,3,526101,0.477559111,0.522440889,32.2,3598,93.3,87.4,5.9,1.2,0.1,0
"Census Tract 5261.02, Allegheny County, Pennsylvania",2159,1044,1115,44,61818,42,3,526102,0.483557202,0.516442798,26.2,1001,95.8,90.5,5.3,0.4,0,0
"Census Tract 5262.01, Allegheny County, Pennsylvania",3719,1728,1991,46.1,71296,42,3,526201,0.464641033,0.535358967,28.1,1868,93.1,82.8,10.3,2.9,0.3,0
"Census Tract 5262.02, Allegheny County, Pennsylvania",4676,2309,2367,44.2,67557,42,3,526202,0.493798118,0.506201882,26.5,2309,91.9,90.3,1.7,2.9,0.6,0
"Census Tract 5263.01, Allegheny County, Pennsylvania",4525,2216,2309,42.8,68787,42,3,526301,0.489723757,0.510276243,31.2,2221,91.6,86,5.5,4.8,0,0.4
"Census Tract 5263.02, Allegheny County, Pennsylvania",5332,2542,2790,39.6,64647,42,3,526302,0.476744186,0.523255814,29,2961,91.6,84.8,6.8,3.2,1.4,0
"Census Tract 5509, Allegheny County, Pennsylvania",1725,882,843,42.5,20222,42,3,550900,0.511304348,0.488695652,30,503,66.6,61.6,5,24.9,6.2,2.4
"Census Tract 5512, Allegheny County, Pennsylvania",3597,1475,2122,38.8,21441,42,3,551200,0.410063942,0.589936058,23.2,1342,84.4,77.9,6.5,8.1,5.7,0.5
"Census Tract 5513, Allegheny County, Pennsylvania",2638,1254,1384,53.1,50700,42,3,551300,0.475360121,0.524639879,29.3,1520,92.6,88.8,3.8,0,1.9,0
"Census Tract 5519, Allegheny County, Pennsylvania",1622,703,919,43.8,13353,42,3,551900,0.433415536,0.566584464,38.3,602,49.5,35.7,13.8,31.9,15.6,0
"Census Tract 5520, Allegheny County, Pennsylvania",2602,1329,1273,35.7,36144,42,3,552000,0.510760953,0.489239047,32.9,900,85.7,71.6,14.1,6.1,3,0
"Census Tract 5521, Allegheny County, Pennsylvania",1490,641,849,50.9,15137,42,3,552100,0.430201342,0.569798658,18.8,255,42.7,31,11.8,41.2,3.1,0
"Census Tract 5522, Allegheny County, Pennsylvania",846,376,470,53.2,24688,42,3,552200,0.444444444,0.555555556,29.1,401,79.6,72.8,6.7,6.2,11,1.7
"Census Tract 5523, Allegheny County, Pennsylvania",2205,1051,1154,37.4,22659,42,3,552300,0.476643991,0.523356009,23.8,698,73.8,63.8,10,17.9,1.9,0
"Census Tract 5524, Allegheny County, Pennsylvania",2804,1284,1520,43.6,38750,42,3,552400,0.457917261,0.542082739,26.9,1241,93.5,86.9,6.5,0.9,3.9,0
"Census Tract 5604, Allegheny County, Pennsylvania",1737,789,948,38.6,29971,42,3,560400,0.454231434,0.545768566,24.7,873,38,33.6,4.5,29.7,12.8,3
"Census Tract 5605, Allegheny County, Pennsylvania",2353,990,1363,36.1,53059,42,3,560500,0.420739482,0.579260518,25.1,1555,67.7,63.5,4.2,22.9,1.3,0.6
"Census Tract 5606, Allegheny County, Pennsylvania",1005,457,548,35.3,25750,42,3,560600,0.454726368,0.545273632,26,366,37.2,33.6,3.6,43.4,6.8,1.1
"Census Tract 5610, Allegheny County, Pennsylvania",1424,758,666,29.1,31585,42,3,561000,0.532303371,0.467696629,28.5,576,58.3,41,17.4,29.7,7.6,0
"Census Tract 5611, Allegheny County, Pennsylvania",867,392,475,36.8,20262,42,3,561100,0.452133795,0.547866205,34.6,200,55.5,31.5,24,43.5,1,0
"Census Tract 5612, Allegheny County, Pennsylvania",1329,611,718,34.8,32054,42,3,561200,0.459744169,0.540255831,21,497,48.5,46.9,1.6,34.4,16.9,0
"Census Tract 5614, Allegheny County, Pennsylvania",4171,1724,2447,44.5,34147,42,3,561400,0.413330137,0.586669863,30.7,1795,66.1,56.9,9.2,25.7,0,0
"Census Tract 5615, Allegheny County, Pennsylvania",2911,1247,1664,50.3,29091,42,3,561500,0.428375129,0.571624871,31.2,1297,59.8,53,6.8,25.6,3,0
"Census Tract 5616, Allegheny County, Pennsylvania",2131,993,1138,32,37586,42,3,561600,0.465978414,0.534021586,27.4,1089,73.2,56.7,16.4,16.1,3.9,1.4
"Census Tract 5617, Allegheny County, Pennsylvania",890,424,466,32,37000,42,3,561700,0.476404494,0.523595506,31.9,340,75.3,62.4,12.9,22.9,0,0
"Census Tract 5619, Allegheny County, Pennsylvania",2581,1319,1262,48.4,27308,42,3,561900,0.511042232,0.488957768,29.5,759,76.9,68.2,8.7,12.9,5.5,4.1
"Census Tract 5620, Allegheny County, Pennsylvania",2705,1341,1364,27.7,19483,42,3,562000,0.495748614,0.504251386,19.2,1327,25.7,25.7,0,16.2,53.7,0
"Census Tract 5623, Allegheny County, Pennsylvania",3831,1727,2104,40.5,14263,42,3,562300,0.450796137,0.549203863,26.6,948,76.6,57.1,19.5,9.5,6.2,0.7
"Census Tract 5624, Allegheny County, Pennsylvania",2741,1406,1335,49.2,38750,42,3,562400,0.512951478,0.487048522,27,1430,59.9,51.9,8,28.3,4,0
"Census Tract 5625, Allegheny County, Pennsylvania",2996,1549,1447,35.3,29375,42,3,562500,0.517022697,0.482977303,25,1254,90.8,67.5,23.4,8,0.6,0.6
"Census Tract 5626, Allegheny County, Pennsylvania",2617,1318,1299,32.8,32869,42,3,562600,0.503630111,0.496369889,21.8,1118,82.3,72.3,10,9.4,2.6,0
"Census Tract 5627, Allegheny County, Pennsylvania",1758,969,789,31.1,37386,42,3,562700,0.551194539,0.448805461,24,1117,44.7,37.8,6.9,17.2,32.2,2.5
"Census Tract 5628, Allegheny County, Pennsylvania",1647,781,866,36.8,42946,42,3,562800,0.474195507,0.525804493,21.7,830,78.9,68.8,10.1,14.8,2,0
"Census Tract 5629, Allegheny County, Pennsylvania",1908,977,931,41.1,36750,42,3,562900,0.512054507,0.487945493,27,853,83.7,63.4,20.3,11.6,1.4,0.5
"Census Tract 5630, Allegheny County, Pennsylvania",3116,1430,1686,35.3,61318,42,3,563000,0.458921694,0.541078306,25.8,1741,79.8,72.5,7.3,17.4,0,0.3
"Census Tract 5631, Allegheny County, Pennsylvania",3938,1811,2127,36.4,53184,42,3,563100,0.459878111,0.540121889,25.4,2005,78.5,64.7,13.7,15,1.7,0
"Census Tract 5632, Allegheny County, Pennsylvania",2160,1248,912,44.3,30394,42,3,563200,0.577777778,0.422222222,22.7,1246,49.2,46.1,3.1,7.2,30.7,1.5
"Census Tract 5633, Allegheny County, Pennsylvania",1401,681,720,47.5,153750,42,3,563300,0.48608137,0.51391863,29.5,681,91.3,85.5,5.9,0,0.6,0
"Census Tract 5638, Allegheny County, Pennsylvania",3616,1610,2006,54.8,74345,42,3,563800,0.445243363,0.554756637,24.4,1490,88.3,80.3,8,2.8,2.2,0
"Census Tract 5639, Allegheny County, Pennsylvania",3979,1820,2159,45.5,51555,42,3,563900,0.457401357,0.542598643,29.1,2052,87,81.8,5.2,5.5,1.4,0.1
"Census Tract 5640, Allegheny County, Pennsylvania",5949,3076,2873,41.1,64505,42,3,564000,0.517061691,0.482938309,24.5,3143,96.2,93.7,2.5,0,0.3,0
"Census Tract 5641, Allegheny County, Pennsylvania",914,434,480,49,131875,42,3,564100,0.474835886,0.525164114,27.9,498,83.7,79.1,4.6,3,3,0
"Census Tract 5642, Allegheny County, Pennsylvania",2212,1035,1177,53.2,57857,42,3,564200,0.467902351,0.532097649,29.5,1112,90.6,84.5,6,3.8,0.2,0
"Census Tract 5644, Allegheny County, Pennsylvania",5508,2847,2661,46.9,44298,42,3,564400,0.516884532,0.483115468,30.8,2706,90.6,75.9,14.7,4,2,0.1
"Census Tract 5645, Allegheny County, Pennsylvania",2984,1467,1517,45,64456,42,3,564500,0.491621984,0.508378016,30.5,1436,91.7,84.1,7.6,5,0.3,0
"Census Tract 9800, Allegheny County, Pennsylvania",257,137,120,31.9,101917,42,3,980000,0.53307393,0.46692607,30.3,176,97.7,90.3,7.4,0,0,0
"Census Tract 9801, Allegheny County, Pennsylvania",26,26,0,45.5,-666666666,42,3,980100,1,0,-999999999,17,100,23.5,76.5,0,0,0
"Census Tract 9803, Allegheny County, Pennsylvania",0,0,0,-666666666,-666666666,42,3,980300,#DIV/0!,#DIV/0!,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9804, Allegheny County, Pennsylvania",0,0,0,-666666666,-666666666,42,3,980400,#DIV/0!,#DIV/0!,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9805, Allegheny County, Pennsylvania",17,13,4,68.9,-666666666,42,3,980500,0.764705882,0.235294118,-999999999,9,44.4,44.4,0,0,0,0
"Census Tract 9806, Allegheny County, Pennsylvania",4,0,4,-666666666,-666666666,42,3,980600,0,1,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9807, Allegheny County, Pennsylvania",14,5,9,25.6,-666666666,42,3,980700,0.357142857,0.642857143,-999999999,14,64.3,64.3,0,35.7,0,0
"Census Tract 9808, Allegheny County, Pennsylvania",0,0,0,-666666666,-666666666,42,3,980800,#DIV/0!,#DIV/0!,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9809, Allegheny County, Pennsylvania",1931,1931,0,36.2,-666666666,42,3,980900,1,0,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9810, Allegheny County, Pennsylvania",0,0,0,-666666666,-666666666,42,3,981000,#DIV/0!,#DIV/0!,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9811, Allegheny County, Pennsylvania",5,0,5,-666666666,-666666666,42,3,981100,0,1,-999999999,5,0,0,0,0,100,0
"Census Tract 9812, Allegheny County, Pennsylvania",0,0,0,-666666666,-666666666,42,3,981200,#DIV/0!,#DIV/0!,-666666666,0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
"Census Tract 9818, Allegheny County, Pennsylvania",297,140,157,19.7,18750,42,3,981800,0.471380471,0.528619529,-999999999,70,20,20,0,0,68.6,0
"Census Tract 9822, Allegheny County, Pennsylvania",4742,1958,2784,19.3,16250,42,3,982200,0.412905947,0.587094053,12.1,1024,11.6,6.7,4.9,14.4,65.4,0.8
